Customer Review,Emotion
kaosnya enak pakainya,2
ukuran sesuai tipis warna putih sesuai harga terima kasih selller,2
cepat pengiriman nya bahannya lumayan tebal mudah an menyerap keringet,2
kualitas bahan bagus nyaman dipakai tidak menerawang,2
nyaman dipakai kualitas bahan bagus bahannya adem,2
kualitas bahan bagus nyaman dipakai jahitannya rapi warnanya cantik ukuran sesuai bahannya lembut model celananya cantik,2
kualitas bahan bagus nyaman dipakai jahitannya rapi ukuran sesuai warnanya cantik bahannya lembut bahannya adem tidak menerawang bahan menyerap keringat,2
paket sesuai hargalah,2
warnanya kurang sesuai gambar overall bagus,2
bahan adem tipis terawang dipakai sesuai harga bahannya adem,2
jahitannya rapi warnanya cantik ukuran sesuai semoga amanah sukses terima kasih,2
bagus sesuai gambar mantap,2
jahitannya rapi ukuran sesuai modelnya cantik warnanya cantik nyaman dipakai bahannya adem,2
jahitannya rapi warnanya cantik bahannya lembut ukuran sesuai nyaman dipakai modelnya cantik bahannya adem,2
real gambar pengiriman cepat pengemasan rapi worth it hrga next order,3
barang bagus kiriman cepat,2
barang sesuai harga lumayan bagus,2
barang bagus,2
barang sesuai harga,2
kualitas sesuai harga respon seller oke tks,2
barang diterima sesuai deskripsi repon cepat paking bagus terima kasih,2
packing rapi respon cepatt,2
barang sesuai deskripsi,2
mantap banget,2
harga kualitas barang sesuai terima kasih seller sukses tokopedia,2
murah cepat sesuai,2
barangnya cepat terima kasih,2
order pcs khawatir pas sudut packing bubble wrap robek terbanting kotaknya penyok alhamdulillah warna biru berfungsi baik tutup bwhnya lepas warna hitam hidup mati suara kurang nyaring charge hidup mati alhamdulillah suara gedean tidak senyaring warna biru overall lumayan bagus sesuai harga terima kasih,2
barang sesuai pesanan,2
langsung coba positif bos,2
proses cepat thankyouu,2
barang sesuai gambar sip,2
barang berfungsi baik recommended seller,3
barang sesuai,2
terima kasih barang cepat banget maaf coba barangnya foto kurir oke terima kasih juragan semoga bermanfaat,2
barang bagus cepat sampainya cianjur best seller,2
mantap pengiriman cepat barang oke,2
barang cepat respon penjual bagus semoga,2
berfungsi baik,2
paking rapi kondisi barang mantap kualitas sesuai harga joss,2
fast respond packingnya bagus rapi barang dikirim sesuai pesanan terima kasih,2
bagus simple kurang keras suaranya bagus,2
pengiriman cepat packing rapi aman kualitas suara standar sebanding harga,2
bagus mantap jernih,2
barang bagus asli harga sgni quality wireless microphone kayak the best,2
produk mantap packingnya bagus,2
pesanan diterima baik cepat sampainya bonus stik terima kasih seller kurir,2
produk diterima dicek sesuai deskripsi gambar produk dites dicoba berfungsi baik,2
pengiriman barang cepat sesuai spec barang,2
barang sesuai terima kasih toko pedia,2
barang pembaruan bintang cek kondisi barang,2
lumayan pemanasan,2
barang sesuai terima kasih,2
bagus barangnya cocok latihan sticking anak,2
bagus barang cepat,2
terima kasih szsdrum barang sukses szsdrum,2
mantap barangnya,2
pantulan bagus lumayan,2
barang terima ngelupas kayunya oke terima kasih,2
safety packaging terima kasih semoga awet top seller,2
barang bagus packing rapi mantap biar bintang berbicara,2
puas barangnya bagus tidak,2
produknya bagus berfungsi baik,2
positif produk sesuai deskripsi,2
barang terima baik rapi suara nya oke terima kasih,2
barangnya tidak dikirim,1
tidak sesuai ekspektasi suara mic tidak perubahan,1
mengecewakan belanja barang tidak ganti kurir tidak penjual tidak koperatif,0
penjual calo jual barang orang chat tidak hati,1
tidak cocok handphone realme pro tidak konek manual pakai bahasa cina sulit dipahami,1
tidak iyalah parah,0
deskripsi produk tidak usb tidak cocok handphone samsung,4
pas barang berfungsi coba berfungsi suara keterima baik transaksi langsung klik selesai besoknya error sisi penjual baik produk error setlh transaksi diklik selesai diretur kepaksa ulasan diedit bintang deh pakai model kabel,1
kurang komunikatif,1
barang nya coba tidak berpungsi baik conek iphone,4
dipakai x charger indikator tidak nyala tidak dipakai tindakan nyata pengurusan garansi,1
barang rusak jual ngehek,0
produk goresan tidak rapi kotoran pinggirannya kiriman cepat,1
barangnya bagus kurang puas pakingya tidak rapi sticknyapun cpot tolong perbaiki byar tokonya laris,4
kurang suka bau karetnya menyengat,1
barang sampainya respon penjual lambat mengecewakan,4
qualitas jelek bau cat pad ya bergelombang,1
pengirimannya sih cepat barangnya bruntusan teman beli drum pad bahan karet malang halus beli bruntusan ekspetasi bagus dapatnya menjelekkan tidak sesuai foto pajang penjual,1
barang tidak sesuai iklankan nya bekas,1
barang tidak sesuai gambar ditawarkan,4
tergores bekas habis kayunya patah,1
maaf kecewa terima beda gambar alas tidak bevel surat pemberitahuan tahunan gambar,4
teman terjun dunia musik barangnya kurang memuaskan mohon diperbaiki produknya terima kasih,4
kondisi drum pad rapi lem berlepotan,1
file cd kosong tidak rekomendasi,1
respon no recomended,1
barang tidak sesuai warna mesan hitam kasih warna brown pengiriman barang bagus,1
tidak recommended,0
pianika tuts nada tidak bunyi suaranya hilang chat no respon online,1
,1
pesan warna biru dikirim warna merah muda anak cowok packing lelet jam kecewa,4
seller kurang komunikatif pesan warna biru dikirim warna merah muda pemberitahuan beli kado tidak mohon kedepannya diperbaiki,1
selangnya robek tasnya robel sudut,1
barang diterima kondisi tidak pecah salah tuts nya,1
tidak kirim uang gojek hilang deh,1
customer servis pesan day delivery besoknya malam komplain cuci tangan tidak really negative tidak beli barang tokopedia,4
barang minggu x jne pedati uruskan barang evaluasi bos biar tidak capai ribet urusinnya tidak,1
charger tidak hidup tolong solusi tidak pakai,1
kecewa suara rekaman,4
sayang tukar ranah fungsi mahal ongkos kirim,1
build quality kurang oke,4
kualitas jelek suara mic max suara,4
kecewa barangnya suara mengeluarkan tidak gede maksimal,4
barang tidak atur echo putar tidak effect tombol joga tidak pencet pokoknya mengecewakan,4
produk tiruan cacat tidak ricord pembeli beli produk tidak rugi baik beli merek taffware taffstudio produksi v casing kualitas buang buang duit clip on ricord suara suondcard tidak produk tidak,1
noise suranyaa tidak dipakai,0
lubang microfonnya error bunyi nging tidak dipakai,1
tidak rekomended suara hancur nois nya kacau menyesal kualitas tidak bagus tidak terpakai,4
tidak pakai,1
sesuai harga kualitas buruk pas colok komputer colokin headphone jack port headphone jack usb nya headset nyala kanan headset pas dicolokin hedphone jack nya nyala kualitas mic buruk beli beli vention sound card kualitas bagus mahal tidak sesuai foto murah aduh hilang ribuan,1
beli pakai stik nya eror suka mencet kecewa,4
patah dasar baut patah lem semoga terpakai kembalikan rugi ongkos kirim terima nasib,4
barang cacat tidak mengisi baterai stick nya,4
hidup tidak ngecharge biarkan seharian batetai tidak terisi berharap alat stick nya anak anak terpakai nya,4
charging dkrim indikator tidak nyala dgnti charging ongkos kirim dibebankan k konsumen,4
respon baik packing baik pembeli barang kirim medan pas aduh mengotot nya ampun coba pikir pakai logika firmware pembaruan no pembaruan hilang pembaruan herannya tidak percaya costumer beli barang bayar ongkos kirim medan barang tidak perbaiki tukar alasannya periksa tidak ya silakan belanja tolong teliti,0
stick tidak dikirim pakai dus nya kayak beli barang bekas tidak sesuai deskripsi,1
beli jelek eror analog tidak kecewa,4
tulisannya gb isinya gb disuruh cek tidak cek capai dweh,1
memorynya buka terima tidak segelan kondisi busam coba kali dipakai,1
seller lumayan responsif kualitas barang sesuai harga sok sok dicek browser play station nya kebaca mb dipakai save game kebaca mb tidak game ngebaca mc nya sayangnya game game top tidak ngebaca mc nya kayak god of war,1
order warna hitam kosong deskripsi produk cancel hajar penjual packing rapi experience buruk,4
tidak pas longgar nintendo switch teroyak oyak pouch,1
audio gambar tidak setingan play station ganti rgb tidak gambarnya,1
maaf barang berfungsi sayang pakai televisi beresolusi fhd gambar pecah,1
pembelian besok packingnya tolong benahi bubble lakban seadanya bolong sebelah,1
memorynya tidak diread pspnya diganti memori,4
tidak sesuai foto tidak tulisan photofast bahan tipis ringkih,4
barang diterima cacat analog komplain dilayani tidak kirim kesana ribet ongkos kirim pengiriman nya kali tidak buka segelnya cek analognya tidak complain kirim terima kasih,1
tidak dimainkan ios versi keatasnya maksimum ios versi tidak dipakai,0
barang tidak bagus analog kiri tidak jalan serong kanan kiri retur ribet seller slow respon alhasil pajangan nih stick edit seminggu analog tidak jalan penjual tidak responn menyesal,1
pakai gamepad kanannya mati direnggangkan kecewa seller berbelit belit,4
emulator delay parah deadzone analog emu ppsspp emu coba intinya tidak rekomen main emulator,1
respone penjualnya cepat tidak dipasang handphone dideskripsi inch eh pas pasang handphone samsung a tidak muat pas baca dalamnya maks inch main cod ngadat pas main ml lancar jaya main cod nya,4
pakai tidak on charge penuh baterenya kecewa x not recommended seller barang refurbish kualitas jelek,4
tombol kananny gerak tidak kiri lengket mengirim videony tidak,1
respon penjual bagus kondisi barang rusak tombol kadang mati menjalankan game,1
pakai minggu kabel usb nya tidak nge charge kabel nya khusus beli beli pikir deh mending beli stick admin nya solusi beli harganya seratus ribu quality takut kayak kasih harga pikir,1
beli rencana nya jaga jaga salah nya rusak eh nya tidak mencolok stik play station sempurna converter nya retur produk kadung malas penjual kirim barang tolong qc maksimal,4
beli windows menyarankan coba windows mencet mencet stik play station coba play station baik baik,1
pengiriman cepat berfungsi dikaretin tidak longgar tidak pakai,1
pelayanan seller positif sayang converternya tidak dipakai alias error beli error nya,4
barangnya tidak barang kemasan pabrik,1
console sebelah kanan analoq ya drift lecet ng recommend deh kapok,1
tidak diinfo dent dent nya tidak kejelasan battery kecewa mesin jalan baik batt capacity tidak beset kanan pesok bag monitor,4
barang cacat dent kabel usb adapter tidak jalan,0
tolong juragan play station nya tidak tampilkab gambar televisi pakai hdmi lampu power merah kedap kedip,1
buruk menanggapi respon pembeli garansi kerusakan tidak direspon,4
bintang pakai part hilang baut,4
juragan play station nya mati tombol hijaunya merah mati,1
barang sampah kecewa belanja modbo rusak dikirim,0
tombol rt tidak berfungsi retur ongkos kirim bolak harga stick nya kecewa tidak tes pengiriman,4
produk pas cacat analog kanan pecah,4
hati belanja suka kirim barang sembarangan returnya toko tidak niat kayak menipu video unboxing tidak retur video toko penipuan tokonya,1
seller tidak ramah sedikitpun batal menambah pesanan biar hemat ongkos kirim seller tidak menerima pengajuan pembatalan check out ulang dana deskripsi produk tidak aturan ya tidak dikirim nya seller resek rugi dobel tokped tidak membantu sedikitpun suruh diskusiin penjual keras kepala not recommended kapok,4
mengecewakan pelayanan lambat,4
tolong cek kirim power asap untung ganti kapasitor,1
beli pcs pcs tidak berfungsi barang disegel service bongkaran komplain dipusat resolusi tidak dtanggapi,4
gamepad packing std gamepad normal satunya l r hilang kemana cek tidak kesalahan pembuatan pabrik produk gagal semoga ditingkatkan ketilitian pengiriman tangan konsumen stik gamepadnya terpaksa main pakai l r cabutan stik beda merek warnanya hitam gamepad normal sayangnya tombol r l missing hilang semoga gamepadnya awet terima kasih iya,1
barang kondisi stick nya tidak oke penjual tidak periksa ya tukar tidak tanggung ongkos kirim nya penjual tidak rugi ya tidak bayar uang xtra ongkos kirim tukar stick semoga kedepannya baik,1
batery remote stick cepat habis sinyal remote kadang kadang tidak ide awet sinyal stabil,1
lumayan biar pelayanan ala kadarnya main kadang layar loss sinyal wii console nya beli hardisk isi game gb,1
beli gosong bekas nih beli tidak untung asuransi,1
tombol x tidak berfungsi mubazir,4
ulasan produk toko ya respon toko baik produk kekurangannya battery tidak bagus pengiriman battery tidak charging return produk pengganti pakai harian battery keok tidak charge tidak dipakai produk dikirim kesaya cacat produk gamesir t tidak bagus,1
pakai pemakaian prinegativei standar jam perhari rusak mengecewakan mutu barangnya beli tinggal sisa membuktikan kualitas stik tahan,4
sayang analog kanan tombol arah tidak berfungsi alangkah baiknya tes kirim,1
barang tidak sesuai tidak transfaran tidak menyala,4
niat main televisi tidak tampil televisi return kondisi susah kemana yasudahlah,4
sayang analog kanan tombol arah tidak berfungsi alangkah baiknya tes kirim,1
pakai pemakaian prinegativei standar jam perhari rusak mengecewakan mutu barangnya beli tinggal sisa membuktikan kualitas stik tahan,4
beli tidak orang rusak bilangnya dicek tidak ya,4
kasih bintang analog bulat kanannya longgar,1
produk pakai sehari bayangkan rusak analog nya wkwk asem benaran wkwk,0
beli mohon maaf tolong mencoba tes fisik kirim tidak coba tidak coba alhasil cacat ujung nya pembeli return merepotkan pembeli maaf b,1
masak barangnya kirim rusak tidak orangnya tidak merespons chat ganti tidak ya deh biar tuhan iklaskan,1
kasih bintang ya sebelah kanan tidak berfungsi baik kali cek baik,1
sebelah kiri triggernya tidak sensitif terpakai sebelah,1
pakai berfungsi baik pakai duamya kepencet,1
paketany ru langsung cek salah stik na analog na rusak diorder x na tolong order tolong dicek kondisi stiknya dikirim terima kasih,1
sedih lihat analog kirinya baik kirim kayak analog kanan,4
barang tidak berfungsi membeli barang rusak,1
mohon maaf produknya tidak dipakai install sesuai petunjuk tidak insya allah ikhlas,1
salah stik tidak berfungsi coba chat penjual tidak direspon,1
barang berfungsi mati tidak sinyal barang diretur mati tidak sinyal,1
nyala hitam putih customer service bilang diotak atik kak sejam putar kabelnya dicolokan televisinya could have been a better service,4
review jujur ya port kontroler player nya berfungsi coba seller but no respon coba reset colok pergi pindah in kontroler berfungsi terima kasih,4
paking barangnya kurang bagus barang adaptor pecah dicoba,4
colokan adaptor mengalami kerusakan respon seller butuh berhari diajak diskusi memperbaiki tidak dibalas repair,1
mohon maaf kasih bintang kendala tidak disertakan batery nunchaku sedikitpun intruksi batery jenis mohon panduan ringkas menu permainan kemana tampilan tidak panduanya seringkali hang usb tidak terbaca gambar semut solusinya usb dilepas dipasang sensor retak kedepanya mohon infokan minus,4
nunchuck nya tidak berfungsi mohon diperhatikan kembli barang dikirimkan pelanggan tidak kecewa,4
minat membeli konfirm game ultraman evolution barang tidak sungguh mengecewakan terima kasih hati hati konfirmasi kelengkapan barang tidak pembeli fokus play station nya perhatikan permintaan game nya,4
unboxing barang bagus pas cek seksama sticknya hancur bautnya hilang packingan kayu tidak penyok play station coba game tidak play station langsung mati coba cek kipas play station tidak menyala penjual play station cek komplain disuruh mengembalikan kesana cek ongkos kirim pp tanggung miris percaya toko ulasan buruk percaya tenyata barang tidak memuaskan,1
game nge hang game direname munkin biar gamenya game stick nya error game effect vibrationnya dicoba pengiriman,4
play station nya tidak awet rusak pemakaian jarang pakai rusak,4
game tidak sesuai request gamenya ya ditest game brsmlh downhill slnjtnya cek kepuasan pelanggan no ya,4
beli nya pas buka exited negativemood tenyata,1
koneksi perangkat susah konek seringkali putus buku petunjuk minim info beli pilihan mahal terima barang surat pemberitahuan tahunan,1
barang diterima baik sayang baterenya soak,1
disconnect kadang tidak berfungsi autocatch,1
produk tidak orisinal tidak baik dikirim pgp tidak handphone lenovo advan bangkai after sales buruk respon seller kurang no recommended,1
kualitas barang nya bagus build quality oke barang rekondisi memainkan game tidak barang bahasa jepang keterangan deskripsi tidak barang chat seller balasan slow respon seadanya bahasa tidak diganti mohon dituliskan kekurangan deskripsi fast respon pembeli complain,1
tidak mc gb deskripsi iklan paket terima r charger plus adapter micro sekolah dasar tulisan happy box komplain terlanjur klik terima barang komplain mc barang ujungnya disangka pura tidak terima,1
kesalahan mc hardisknya tidak digunain nya psnya tidak isi game mc nya ngeblank belinya duit beli kabel salah kirim isi game kecewaaaaa sumpah,4
game rusak game tidak save biarlah tidak protes harap seller cek ricek barang kirim barang rusak kayak rugi konsumen seller pembeli kota,1
kali pakai rusak dikembalikan tokonya cepat dibetulin dikirim orangnya langsung pulang ditelepon tidak response,1
paking oke bagus mohon perbaikan stik bergetar henti mesin hang ganti game mohon diperbaiki juragan selisih ongkos kirim terima kasih,1
barang dtang posisi baterai ksong barang tidak cek gambar warna biru cerah wrna biru gelap layar lcet kado ulang anak tidak suka,1
baret baterai ingatkan cek qc yaudahh ya jualan laku kesohor,4
barang oke batrai bocor parah tidak niat batrai x main tidak jam langsung habis cas lampu merah,4
beda gambar pernh pesan,4
barang tidak sesuai deskripsi fast charger coba handphone mendukung fast charger memakai kabel normal charger fast charger,1
barang rusak charge handphone mengisi mengisi tai menghilang susut kiraan changer coba kabel bagus besoknya coba ya barangnya tidak bagus,1
pakai seminggu rusak,4
kualitas jelek tidak pakai smartphone,1
tidak charging boro fast charging kecewa pakai kepala charger semia tidak charging colok laptop tidak koneksi charging,4
sidik jari layar kusam sentuhan efek kayak kertas nya tidak berpengaruh nya tidak kesan paperlike nya tidak kayak deskripsi fotonya sebatas pelindung anti gores sih,1
barang harga mahal berekspektasi tidak air bubble pinggiran lobang home button kamera coba kali memperbaikinya salah pemasangannya,1
barang terlipat tidak dipakai,4
kecewa beli toko seenak menaikkan harga deal beli ditambah admin nya tidak ramah official store pelayanan tidak profesional tidak direkomendasikan membeli kecewa,4
pengiriman lelet request warna tidak acc kecewa,4
pelayanan admin parah no respon,0
pengalaman buruk belanja toko official barang terima tidak menyala tidak bertanggung replacement ajukan servis center barang pengganti plastik wrap segel berbeda dikirim seller repack barang bermasalah beda batch respon seller tidak profesional sekelas official store,1
obeng bintang nya kurang nyaman dipegang ujung obeng bintang mesti diratain sisa potongan,1
pengungkitnya mudah patah kualitas plastik kurang bagus,4
obengnya tidak kepakai kualitas rendah,1
dipenjualan tertulis obeng magnet bohong obengnya tidak magnet sulit belajar tidak memiliki alat lengkap kecewa parah,4
barang jelek sesuai harga,4
kualitas lcd tipis home button layar respond cepat admin tidak,4
kualitasnya parah keteken langsung pecah,4
mengecewakan tidak profesional niat membeli layar handphone terkirim speaker i phone,4
touchscreenya tidak fungsi saran dikasih konsumen baiknya tes,1
barang tidak berfungsi buruk,4
tidak sesuai spesifikasi habis komplain tidak layani bahaya,1
dikasih lcd rusak touch tidak layar oke garis horizontal layar besok nya layar shadow pakai lcd penjual alasan pembeli disalahkan pemasangan beli korban,0
pokoknya beli barang rusak klaim seller alasan stiker garansi rusak damage mohon dipikir beli,1
mengisi powerbanknya banget jam pas coba charge telepon genggam jam ngecharge listrik langsung,1
alatnya mati kak,1
unreliable dapatnya flash sale ribu tidak worth charge ringan oke,1
produk mengecewakan kecewa sih oke seminggu pemakaian tidak cas coba berkali kali tidak cas kecewa produk kualitasnya kurang bagus,4
tidak pakai kecewa barang sampah deh,4
mengecewakan tidak cas powerbank nya garansi ongkos kirim suruh tanggung ya rugi parah ongkos kirim batam kesitu kenak pajak solusi tidak respon,4
tergiur promo beli cepat habis ngecas powerbank nya,1
pemakaian kabel chargernya tidak dipakai,4
pengiriman tidak sesuai estimasi,1
pesan hitam kirim putih proses pesanan nya,1
tidak sesuai kapasitas tertera boxnya kecewa pokoknya kembalikan kembalikan,4
powerbank nya tidak berfungsi baterai full charge disambungkan handphone handphone tidak tercharge,1
tidak sesuai gambar deskripsi,1
fitur kurang memuaskan band layar sentuh full tidak sesuai harganya,4
tidak sesuai harga kualitas nol,0
barangnya tidak berfungsi,4
toko tidak bertanggung barang rusak dikirim tolong barang diganti alasannya barang beli tidak ganti tidak tanggung nih toko,0
tidak kecewa jam tangannya tidak nyala cas kali seharian tidak nyala kecewa,4
ribet pemakaian tidak menyarankan beli,1
pelayanan tidak baik page flicker crash kindle dibeli complaint penjual bilang normal disetiap kindle memiliki page flicker crash deskripsi produk tidak complaint normal hati hati memesan deskripsi rinci detail membeli produk elektronik butuh cek devicenya,4
seller tidak bertanggung kindlenya dibeli rusak pembelian oktober oktober kindle nya rusak garansi message whatsapp read tidak bertanggung hati ya beli after sale service nya tidak bagus tidak dipakai deh kindle nya sayang cape menabung semoga karma nya deh,0
pemakaian kindle paperwhite nya rusak penjual tidak return bantu klaim garansi sedih banget,4
packing buble wrap kali tambahkan kardus komunikasikan pengiriman biar tidak repot dikirim terpisah case nya tidak instan tidak dicancel,0
seller tidak jujur pengiriman super pesan gojek instan pemesanan info suara marhaba halo ketekan seumur beli apple tidak ketekan dibuka bilang tidak barang aneh dibuka suara muncul factorynya eh tidak kunjung dikirim bilangnya dikirim ditunggu batterynya habis dikirim keesokan harinya dipikir tidak beli barang apple kayanyaa barang apple dikasih batt minimal banget full tidak nyala hehe bohongi ya beli,1
barang tergores penyok penyangga nya,1
dipakai orang letak handphonenya tidak,4
barang gampang rusak,4
barang tidak dibungkus bubble rumah pecah deh penjual tidak klaim video unboxing tidak papa hitung sedekah tokonya kualitas tripotnya bagus kokoh,1
barang tidak sesuai pesanan penyimpan handphone nya tidak kecewa,4
salah kakinya bengkok tidak dipakai refund tidak yasudahlah,1
tertera harga aslinya ribu kiraan barangnya kualitas premium minimal barang kualitas rendah packing nya an payah,4
kecewa tunggu sebulan barang tidak return,4
tidak menerima produk kurir kurir tidak menelepon barang diantarkan dititipkan menerima paket mengajukan komplain,1
barang original ujung colokan lightning nya berwarna abu wrna putih plat usb gambar produk palsu kiri produk dibeli toko kanan kabel original beli handphone,1
socket ujung kendor tidak orisinal,1
rusak,4
x pakai nge cas rusak,4
kabel nya kurang bagus ngecas nymbung masuk,1
aktual nya barang tidak diterima order alamat penerima,1
jelek mudah rusak,4
microphone tidak sisi kiri kurang bassnya,4
kualitas barang kurang baik,4
sebelah kanan tidak pas telinga dicoba orang hasilx tidak pas dengarx tidak maksimal,1
pesan warna merah warna hitam udaj konfirmasi chat,4
pengirimannya cepat barangnya tidak sesuai ekspektasi,4
pakai normal menit volume suka lihat riview barangnya nasib barang promo,4
plastik terbuka barang tidak tersegel nya warna biru nya warna hitam,1
pengiriman estimasi tercantum,1
coba copot kanan coba perbaiki coba pakai copot,1
segel beda segel sein seller kurang paham instruksi barang repack,1
pengiriman nota pembelian tidak kasih,1
tidak kartu garansi alasannya resmi tidak kartu garansinya aduh bohong banget teman sales samsung dus letoy banget robek kurir logika bubble wrap tebal dus robek bubble wrap tidak robek tidak headset casan tidak plastik kertas bawaan pakai kertas tipis kayak hvs glossy kayak kotak bikina chat penjual tidak penyelesaian handphonenya sih tidak lecet baret apapun semoga awet asli,1
ribet pelayanan mengecewakan,4
penyok parah tidak layak jual sobek parah beli dikasihnya jelek bang,4
kecewa barang terima segel samsung terbuka sananya plasti segel kartu byu buka segel pelaatiknya parah layar sidik jari tertinggal buka curiga curang tokonya barang mukin tukar kepala carger kabel hati toko waspada detail penjelasan tidak bilang tidak kakak samsung asli sesuai pembicaraan samsung segel tulisan terima segel rusak kurang baik pokoknya toko barang bekas,4
mudah copot dasbord lemnya tidak kuat,1
barangnya rusak kak diservis,1
pakai sebentar patah,4
tidak menempel susah menempel dashboard,1
cepat rusak,4
bahan konstruksinya tidak kuat mudah patah,1
seller slow response step last minute official store butuh maks barang order diterima,4
micro rusak coba tingkatkn kualitasnya,4
tidak berfungsi baik,1
seminggu tidak fungsi,4
pelayanan kurang cepat ramah,1
senang barang cepat bagus sebulan rusak tidak dipakai,4
sebentar pakai patah pikir besi plastik,4
sebelah hidup sebentar mati panas kayak korsleting,1
mati sebelah kecewa pedahal kayak percaya,4
brgnya nyala sebelah tidak charge garansi tukar parah tidak nyala kduanya gila kapok buangin uang,4
pengiriman charger tidak fast charging,1
dipakai rusak,4
pcs dipakai jam panas tidak fast charging dibuang tong sampah langsung,4
desain ergonomis gampang dipakai,2
barang sesuai bagus,2
desain ergonomis tekstur empuk bayi tenang gampang dipakai,2
gampang dipakai tekstur empuk,2
mantap sih suka terima kasih seller pengiriman nya terima kasih toko pedia,2
seller responsif barang baik sesuai harga sambungannya kurang pas saran beli warna gelap sambungan matras tidak overall puas terima kasih seller,2
bahan alami tidak memicu alergi bahan pengawet aman bayi,2
barang bagus packing rapi aman harga murah pegiriman cepat terima kasih seller,2
aman bayi terima kasih,2
produk oke packing bagus pengiriman cepat,2
respon proses cepat pengiriman toko rekomendasi,3
barang sesuai pesanan gambar etalase penjelasan penjual puass aman bayi,2
proses cepat pengiriman cepat promo terima kasih seller,2
pengirimannya cepat rapi terima kasih,3
pengiriman cepat admin ramah langganan kedepannya,2
ukurannya pas cepat menyerap tidak lecet bonus terima kasih ya,2
barang sesuai pesanan kualitas bagus baik mantap packing oke seller ramah pengiriman cepat fast respons recommended seller pokoknya,3
ukurannya pas cepat menyerap tidak lecet langganan harga murah dikasih sample susu sukses seller,2
trimkasih bonus nya,2
barang diterima sesuai pesanan top markotop juragan mantap pakai nya juragan terima kasih juragan,2
produk bagus ukuran pas original,2
kualitas barang bagus harga worth the uang bahan nya halus tidak gatal istri,2
korset mantap tidak gatal menutup perut sepenuhnya tidak lepas duduk,2
respon cepat barang cepat terima kasih,2
nyaman bagus turun size l kemarin beli size l mamaku pakai nyaman terima kasih mamaway,2
nyaman membantu mengecilkan perut melahirkan,2
enak banget pakai caesar pakai duduk nyaman tidak bikin sakit rekomen pokok nya,2
sesuai ekspetasi,2
packing supeeerr rapi aman rumah terima kasih seller lancar usahanya,2
mantulllll tidak memicu alergi bahan alami aman bayi bahan pengawet,2
packing aman puas terima kasih seller sukses,2
pengiriman cepat respon penjual baik packing banget terima kasih seller,2
terima kasih pelayanannya baik cepat senang belanja semoga sukses tokopedianya,2
langganan packing amaannnnnnn,3
puas blnj besok beli peking bagus free kardus bubble didlamnya trimksih,2
barang sesuai pengiriman cepat,2
baik packing aman pengiriman cepat,2
faster better cheaper,2
anak lahir setia pakai suka,3
paket selamat semoga cocok,2
bahan alami melembabkan kulit bayi aman kulit bayi memicu alergi penjualnya ramah,2
thankyou sesuai pesanan pengemasan cepat,2
langganan beli transpulmin baby toko menarini health cantik produk respon toko cepat transpulmin baby cocok kulit bayi cepat meredakan flu batuk bayi menngunakan bahan alami melembabkan kulit bayi aman kulit bayi bahan pengawet tidak memicu alergi pokoknya mantap deh,3
bahan alami aman kulit bayi lengket memicu alergi melembabkan kulit bayi bahan pengawet packaging rapi packaging aman respon penjualnya top proses pesanan cepat penjualnya ramah bange,2
bahan alami melembabkan kulit bayi bahan pengawet aman kulit bayi lengket memicu alergi proses pesanan cepat penjualnya ramah respon penjualnya top packaging aman packaging rapi,2
bahan alami memicu alergi bahan pengawet,2
sesuai deskripsi aman kulit bayi melembabkan kulit bayi memicu alergi lengket,2
barang orisinal bagus pakai bayiku lahir pengiriman nya lamaaman kulit bayi bahan alami lengket melembabkan kulit bayi memicu alergi packaging aman,2
packing super aman rapi kaleng kardus lapisi bubble wrap tebal kaleng nya kardus dijadikan ragu aman tidak pesan susu pakai jasa kirim reguler pakai instan alhamdulillah tidak penyok pesan kaleng sukses seller,2
baik exp kemas baik susu babel warp dikardusin kardusin oke terima kasih,2
mantap dikardusin babblewrap murah,3
pengiriman cepat packing rapi,2
produk original harga murah packing bagus pengiriman cepat,2
mantaaappp langganan,3
nyaman dipakai kualitas bahan bagus gerak maksimal,2
bahan tebal nyaman pakai,2
kainnya lembut stretchy hooknya ditarik celana kegedean disesuaikan ukuran perut all size pas bahannya tebal dipakai tidak menerawang,2
nyaman dipakai gerak maksimal kualitas bahan bagusbkn legging tipis mantap,2
bahannya enak bagus nyaman,2
bahannya bagus adem,2
nyaman dipakai kualitas bahan bagus,2
nyaman dipakai gerak maksimal kualitas bahan bagus,2
suka bahannya modelnya harganya terjangkau,2
sesuai pesanan bahan halus kayaknya adem,2
thankyou seller bahannya adem cocok anak anak sengaja ambil size gede biar pakai,2
barang bagus pengiriman cepat,2
bahan nyaman adem senang harga worth it diskon,2
bagus sukakakkk kali order bahannya bagus adem nyaman harga promonya mantulll,3
bagus lembut,2
bajunya bagus bahannya adem oke,2
puas beli cepat packing rapi hadiah,2
memuaskan bisanya alhamdulillah hadiah,2
pengiriman cepat packaging aman langsung dikasih member vip terima kasih abbot harga dtoko cabang disamakan pusat,2
suka produknya abbott indonesiapackingan bagus,2
barang rapi diproses cepat,2
produk bagus original pengiriman nya bagus order besok langsung tks,2
packing rapi aman tujuan hadiah,2
x nya beli puas packing rapi pengiriman cepat respon penjual cepat tidak dapt free apapun tidak harganya murah,2
pengemasan okepenjual responnya bagusharga bersahabat pengantaran cepat puas belanja,2
barang sesuai pesanan pengirimancepat pengemasan okey terima kasih,2
