Customer Review,Emotion
cepat pengirimannya packing aman,2
barang diterima tanpa catat thanks yaaa,2
respon seller cepat packing aman pengiriman cepat dan barangnya bagus,2
barangnya bagus dan terlihat mewah designya juga keren pengiriman cepat dan di bungkus dengan rapi,2
bagus bgt sesuai gambar pngiriman jg cpt,3
barang sesuai gambar packing rapi pengiriman cepat,2
pengirimannya sangat cepat baru pesan kemarin langsung datang esok harinya barangnya bagus semoga kualitasnya juga bisa awet,2
lumayan barang berfungsi lucuuu,2
produk berfungsi dengan baik produk sesuai udah dipake makasih yaa,2
barang sangat bagus kualitas produk bagus,2
dikirim dengan cepat untuk wilayar jaksel langsung dipakai den befungsi dengan baik recomended seller,3
barang sesuai deskripsi recommended high quality product seller packaging ok,3
pesanan dah sampai barangnya original barangnya mulus warna sesuai pesanan proses pesanan cepat packaging rapi packaging aman bisa fast charging kurir juga cepat trims ya,2
pemrosesan serta pengiriman produk cepat padahal bukan di daerah jabodetabek produk diterima dengan sempurna buah micro usb data cable kualitas premium dan ada bonus kartu perdana smartfren trims,2
bagus kabelnya cepet buat ngecas jozz,2
barangnya original hemat listrik bahan kuat awet mutu terjamin sni penjualnya ramah banget packaging aman proses pesanan cepat gampang dipakai,2
trnyata tanggal merah tetap melayani pengiriman dan benar lngsung dikirimkan by instant kurir pelayanan dan respon nya juara semoga awet dan fungsional,2
alhamdulillah barang sesuai pesanan suaranya jelas ukurannya pas bisa dipanjangkan kabel tidak mudah putus menggunakan kabel yg lebar,2
seller ramahhhhh banget fast respons menjawab pertanyaan buyer jadi buyer paham benar produk yg akan dibeli pengiriman cepat yg terpenting produknya bagus bgt berfungsi normal bisa atur semua warna termasuk rgb saat bermain dan putih saat bekerja warna putih menyala terang gampang connect ke wifi dan diatur di handphone aplikasi mudah digunakan memang ga salah pilih bardi yeayyyyy skrg kamar ada lampu rgb nya suka bgt sama ambience nya,3
gampang dirakit desain elegan penjualnya ramah banget,3
paket sudah diterima dalam kondisi aman lengkap dan tanpa cacat packing rapi dan aman pake bublewrap berfungsi normal ori masih segel dan harga bersahabat seller ok recomanded,2
barangnya original ada garansi resmi suaranya jernih desainnya modern nyaman dipakai lama koneksi bluetooth kuat material premium baterai tahan lama noise cancellation mantap kabelnya kuat bass nya mantap suaranya gurih harganya terjangkau value for money koneksi ke apple lancar koneksi android lancar suaranya bersih nggak kresek kresek penjualnya ramah banget proses pesanan cepat,2
barang sudah diterima dan berfungsi dengan baik terima kasih,2
proses pesanan cepat respon penjualnya top packaging rapi,2
proses pesanan cepat packaging aman packaging rapi,2
barang dan pengiriman sesuai suara alarm kurang begitu kenceng alarm clock agak mengarah keatas jd display pd jam hanya akan terlihat lbh jelas bila posisi mata qta lbh tinggi dr posisi jam,2
pengiriman cepat product aman dicoba bisa charge cm gak terlalu fast charging,2
untuk barangnya sangat berkualitas akan tetapi pengirimnya yang agak lama terima kasih,2
klaim produk order ditanggapi dg cepat dan diganti sesuai dg kualitas yg baik,2
barang bagus pengiriman juga cepat cuma minus di packaging nya kurang rapi cuma pakai plastik tapi rekomen sih buat harga segini,2
mantab produk sesuai deskripsi material produk krg rapi packing aman dan pengiriman cepat thx seller,2
model dan warna aku suka tp pemasangan sedikit ribet moga ja awet,2
barang mantapppp original robot harga juga lumayannnn okeee,2
bagus original suara lumayan semua touch control nya berfungsi dengan baik batre lumayan awet,2
barangnya original mutu terjamin sni gampang dipakai hemat listrik modelnya keren hemat listrik,2
barangnya berfungsi dengan baik semoga baterainya awet ya,2
proses pesanan cepat packaging rapi,2
sesuai dengan harga lumayan lah lebih kencang dari speaker hp,2
harganya terjangkau koneksi android lancar,2
produk cepat sampai dan sesuai deskripsi tapi chat nya slow respon overall bagus,2
kesel ama durasi pengirimannya doang overall barangnya bagus kok,2
barang nya ok cuma proses kirim nya agak lama dan admin nya harus nya dichat dulu baru di proses barang nya,2
barang sangat lama datang dan ada sedikit penyot di bagian lampu indikator tapi alhamdulillah berfungsi dgn baik,2
suaranya jernih tp kurang keras dan casnya gk berfungsi tp gpp sy punya cas sndri proses pesanan cepat packaging aman packaging rapi,2
barangnya lumayan bagus hanya saja kurang bass nya,2
kurang bass tapi harganya terjangkau proses pesanan cepat,2
solatip nya kurang merekat tapi lampunya topp,2
kipas ok namun packingnya rusak dosnya sudah terbuka,2
ternyata kecil belum pasang semoga berfungsi baik,2
ini pembelian saya yang kedua kali pada saat saya terima kondisi segel sudah terbuka dan kartu garansi beda dengan unit yang saya sebelumnya meskipun garansi resmi indonesia dan unit ip cameranya berbahasa indonesia serta kondisi unit bisa dinyalakan saran saja sebelum barang dikirim disampaikan saja kondisinya supaya lebih transparan,2
full hd dan k hasil video nya masih noisy gak gitu jelas pun ada harga ada rupa overall masih acceptable di range harga ini,2
di aplikasinya gak bisa kelihatan kalo pintu lagi ke buka atau enggak tapi automationnya lumayan lengkapnlah,2
berfungsi tapi sayangnya penyok,2
barang berfungsi dengan baik packaging aman barang mudah digunakan,2
oke mantap pengiriman cepat seller ramah fast response produk sesuai harapan thanks,2
packaging rapi gampang dipakai desainnya elegan ada baret dikit tp masi ok lah overall,2
fast respon barang bagus panasnya juga bagus,2
alhamdulillah barang sudah diterima dg baik respon penjualnya top deh semoga makin sukses abang kurirnya ramah terimakasih,2
barangnya original gampang dipakai ada garansi resmi penjualnya ramah banget,2
barang bagus dan berfungsi dengan baik hasil pengepelan juga bersih pengiriman cepat,2
segel rusak agak ragu sih dengan kualitas nya sempet komplain disertakan video unboxing saat paket datang tp sama penjual direspons negative yasudahlah kapok beli disini,1
barang dateng pake kurir toko di unboxing trnyt ad lecet baret ampe besi ny keliatan sesuai dengan foto yg saya ambil dlm chat dgn owner tidak ad pertanggung jwban chat sy cm di read dr smnjk kmrn mlm april jam an mlm smpe skg tgl april jam an,0
awalnya coba beli merk ini tapi ternyata kulkasnya ga bagus pada saat proses pendinginan kompressornya suranya keras berisik sumpah ganggu banget,0
baru datang saya rakit coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai untung kulkas tidak jatuh,4
barangnya ringkih bgt saya baru pake udh penyok pdhl saya pake untuk mesin cuci kg maap,4
gak guna dibeli aplikasi semua gabisa moka cashlez semua gabisa dulu beli apa juga ga connect no recomended harga mahal support jelek,1
dikirimnya lama plus batrenya cuma mah alias tdk sesuai pic,1
drawlernya ga bisa kebuka manual ataupun yg otomatis,4
lacinya sering macet tidak terbuka otomatis,4
pakingnya kurang aman di pakein dus tipis doang pdahal elektronik dg barang riskan pecah kalo di tumpuk brng lain,4
tidak sesuai yang diharapkan volume tidak besar kencang,1
ad retak di bagian kasingnya yg ad logo bluetooth nya untuk unit mp kit blom di tes mudah han nyala setelah di tes ternyata gak ad suaranya padahal kalo pake modul mp lain nyala jadi keluar biaya x niat hemat malah buntung,4
klo bisa di test dulu minimal nyala kondisi barang yg sampai ke saya tidak bisa nyala ada komponen dioda yg gak terpasang di power v input overall sih ok bisa sy perbaiki dari pada retur thanks,1
packing kurang rapi tidak aman dus penyok player hancur,4
tidak sesuai deskripsi tidak sesuai gambar ada bbrapa tombol yg tidak berfungsi mau retur mau ganti dg model lain yg ada backlight ga masalah nambah biaya tp respon seller biikin kecewa,1
banyak tombol yg rusak batre rusak tidak bisa di charge,0
aplikasi banyak yang gak bisa kebuka cm bs youtube aja wirelles keyboard arah atas back dan angka tidak bisa kecewa tidak dilakukan pengecekan dlu sebelum dikirim niat mau nonton bein jadi tidak bisa remote mi boxnya jg tdk bisa,4
tidak bisa upload atau transfer file dari komputer ke mp player padalhan sudah gonti usb cable data yg terbaik dan sudah update usb drive nya ternyata harus beli external memory card awalnya tertulis internal gb,4
pengiriman cepet tapi qualitas barangnya jelek kekuatan baterai nya cuma bertahan menit klo dicas ada suara berdesis,0
suara noise seperti saat sedang mencari saluran radio dan agak meletup sangat mengganggu padahal sedang berada pada mode bluetooth untuk mendengarkan musik bikin sakit telinga,4
yg satu error mulu jadinya repot kadang hidupnya susah kalauoun hidup harusbpakai headset sebab mic nya nyala mati,4
nggak recomended saya sdh tes wtnya katany jarak km ini meter saja sdh gangguan,1
ga bisa nyala mati suaranya,4
seller x masalah dalam pengiriman barang pertama saya beli macam barang yg di kirim cuman macam kedua barang yg kurang sudah dikirim tetapi tidak seusai pesanan saya alhasil cuman barang yg saya pesan yg nyampe ngasih resi jg tidak sesuai di pengajuan komplain admin slow respon official store ga menjamin deh,4
barang tdk bs di pake ring tune jg g bunyi kecewa,4
barang tdk bisa dipakai suara tdk keluar sangat mengecewakan,4
mic speakernya rusak suaranya terlampau kecil banget nyaris gak bisa dengar hmm not worth it gak di cek dulu sebelum kirim,0
ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna,4
penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim jd kecewa bngt ndak recomended sm penjual kyk gini saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan agar pelanggan merasa puas dan senang dengan pelayanan,1
sy pernah usaha jd sy tdk mau menjelekan usaha org sya toleransi klo pertama beli colokan rusak sy anggap kurir tpi transaksi ke ini lampu dari hanya nyala setengah bagaimana admin jualan tidak cek dulu sebelum pac d kirim jujur saya kecewa saya beli barang mungkin murah tapi bukan yg rusak donk cukup terakhir kali belanja di toko ini,0
packing jelek brg dtng kotaknya penyot pesan bh rusak bh,0
respon pengiriman sangat lambat status sengaja dirubah ke pengiriman agar tidak ada batas waktu batal otomatis tapi barang tidak dikirim kirim status berubah jadi pengiriman sampai resi keluar hari baru kurir berhasil pickup barang payah,0
barang ga bisa dipake lampunya ga nyala dan sensornya rusak,0
bagian magnet perekat tidak melekat dengan sempurna jadinya ketika ditempel dengan lampunya jatuh cukup kecewa karena bagian magnet dengan wadahnya ga melekat kuat jdnya buat rusak lampu kalau jatuh kelantai,4
tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto saya beli tetapi lampu mati satu dan tidak lengkap,1
barang ada yg tidak dikirim penjual janji akan dikirim pada saat sy order berikutnya tetapi sampai order ke dateng tidak disertakan juga kekurangan barangnya penipu sellernya,0
barang yg dikirim tidak dicoba terlebih dulu sehingga ada pcs yg tidak berfungsi mau diretur ongkir nya lebih mahal dr harga barang jadi kecewa,4
barang gak berfungsi kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian packing juga tidak bagus jadi bungkusnya ada yg pecah,4
harga murah tapi fisik yang di terima gaa sesuai harapan lampu di gagang gaa berfungsi zoom besar kecil gaa berfungsi lebih parah lagi saya udah kasih waktu jam untuk jawab keluhan saya via chat tapi seller slow slow aja padahal online utamain kepuasan pelanggan jangan hanya nyari keuntungan semata gaa bakal berkah,1
jelek silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu kualitas lamounya juga tidak sebaik yg saya bayangkan jauh dibawah kualitasnya philips,0
barang sangat jelek tidak fungsi klaim tetap rusak mendingan jangan beli,0
barangnya ada yg sobek diujung nya jadi macet ketika dinyalakan,4
lampu sudah di charge ga bisa menyala sama sekali padahal baru beli saya kecewa sekali penjual no respon,0
di keterangannya kuat jam eh baru aja jam juga belum udah redup para,4
untuk sekelas official store ini paling kacau sih packingnya bener cuma plastik item tipis kualitas trash bag dilakban asal asalan mending kalau ada tambah opsi bubble wrap,4
gada jam uda redup padahal cas nya seharian sebelum pemakaian pertama,4
gak rekomendasi untuk beli disini ada masalah tapi seller ga jawab pesan tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab tapi sampai pesanan otomatis selesai belum juga ada balasan buat pelajaran aja buat yang lain beli barang kaya gacha kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker,1
lampu nya nyala tapi bentar aja tahan nya habis itu mati terus di colon lagi hidup trus bentar aja mati ngak tau salahnya dimana,4
barang rusak ga bisa nyala sama sekali sebaiknya di coba dulu sebelum dikirim,0
lampu rusak tidak bisa hidup dr awal lampu lg mati dan tdk bisa hidup setelah dipakai sehari,1
ada aksesoris yang ga ada sama yang rusak kan harus nya ada pcs in cuma pcs lain kali tolong d check dlu ya,1
di minta warna dusty sma abu abu di kirim abu abu ama pink,4
pengiriman lama jam ok semoga awet,0
klo mau kirim barang sebaiknya di cek dulu gan saya beli yg satu mati untuk saya harga segitu lumayan,4
box nya gak di rakit,4
tdk sesuai pesanan,1
hati hati kalo beli barang di toko ini deskripsi penjual dan real barang datangnya harus jelas di lihat bacain aja tiap ada pembeli bintang komentar di produknya respon penjual gimana chat penjual ga mencerminkan seseorang yang baik,1
barang yang dikirim tidak sesuai walaupun tidak ada seharusnya warna jangan satu warna,1
beli pieces dgn catatan warna yg berbeda tapi datang dgn warna yg sama kesemuanya,4
tidak sesuai dengan yg dipesan harusnya hitam merah pengiriman lama,1
minta pink sama merah d kirim merah semua untung anaknya mau seller arogan jualnya memaksa saya mau warna yg sesuai kapok deh gak lagi lagi,4
kameranya jelek banget di deskripsi katanya bisa walkie talkie ternyata ga bs response penjual sangat lambat ga dapet sim card malah di ganti kaos kaki,0
semua mengecewakan,4
sudah kali ganti kartu sinyalnya tidak ada terus sekali sinyal ada ngak bisa telp dan menerima telp,4
jam tangan nya rusak ga bisa dipakai sampai rumah anak sy menangis dan kecewa,4
celananya kekecilan sayang amet,4
celanany ga masuk k kaki anak saya padahal pesannya udh d naikan ukuran,4
barang tidak sesuai no ya besar tp nyatanya kecil,1
bahanny ga enak,4
bahan panas ga menyerap keringat motif printan nya agak buram,4
beli warna ungu kenapa warnanya jelek ya ungu pudar,0
ini bukan kaos kaki tidak ada tumitnya sekali pakai langsung melar,4
tidak sesuai dengan apa yang dibayangkan,1
sandalnya licin anak berkali kali kepleset ketika jalan pakai sandal ini bawahnya licin sekali,4
tidak sesuai ekspektasi saya bahan tipis cuma modelnya yg bagus,1
bahan tipis kualitas buruk,0
tak seindah yg dibayangkan,4
tipis bagian dalam kurang rapi untuk harga segitu jadi mahal krn ga awet,4
maaf ya kak kasih bintang soalnya bagian dalam tas sobek terus reseletingnya dol susah dibuka tutup lain kali tolong cek dulu,4
barangnya ga rapih terutama jahitannya dan masih ada benang yg ga beraturan,4
barang sudah sampai tapi tidak sesuai sample,1
pake seminggu udh rusak bahannya ada sambungan yang brudul ga bisa dijahit ulang waktu dtg masih rapi kecewa,4
tas nya kurang bagus how how,4
harga kualitas terlalu jauh harga tinggi vs kualitas rendah,4
psan warna pink yg di kirim warna biru bikin ank sya nangis gk maw pakek,4
kecewa jahitanya gak rapih trus itu peganganya amburadul,4
tas nya nggk bagus bahan sablonan nya maklum lah murahan,4
yang di pesan merah yg datang biru parah,4
produk sgt biasa jauh bgt bedanya sm foto dgn realnya pknya resleting biasa bahan kasar,1
barang tidak sesuai gambar,1
slow respon kecewa berat sampe jam batal otomatis karna ga diproses,4
kartu tidak terdeteksi jadi jam gk cocok sudah coba cari di yutube tutorial tetap gk bisa akhirnya nyesel deh beli,1
barang tidak sesuai dgn pesanan pesanan imo z yg di kirim merk huangmi,4
jam nya mati tidak bisa di hidup kan sudah di tekan tombol on off komplain tidak ada respon tolong jgn jual jam mati rusak atau di cek dahulu sebelum di kirim,4
ternyata tidak sesuai tidak dpat dipakai,1
ga tahan lama mgg setelah beli sudah rusak,4
barang lama dkirimnya beli tp nya rusak,0
jamnya susah sinyal mau pake kartu apapun tetap lemah sinyal jelek bgttt udh d komplain gada penyelesaian yg memuaskan,0
mengecewakan sama sekali tidak bisa digunaka,4
yg dipesan yg dtg barangnya beda ga ada konfirmasi mau retur juga mahal di ongkos sudah lah,1
sayang banget dicuci pake mesin cuci langsung hancur,4
ternyata sablonnya tidak sesuai dengan gambar huhu,4
sablonan kurang bagus pas di cuci ancur sablonannya,4
begitu di cuci sablonan lepas,4
sablonan tidak bagus klo dicuci nempel,4
bahannya tipis bgt dipake panas sablonan juga jelek,0
maaf tp sablonnya bener ga layak,0
baju nya tipis model celana nya juga gak sama dengan di foto gak real fict mnurut saya sablon nya licin sekali cuci dijemur lengket dan lepas nyesel belanja di sini gak sesuai dgn expektasi saya,1
sablonnya jelek bgttttt,0
parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua parah jelek kualitas nya,0
bahan nya tipis jahitan kurang rapi,4
bahannya ternyata panas dan ga nyerap keringat yah namanya ada rupa ada harga,4
saya kecewa bahan nya panas warna yg di kirim juga kurang menarik,4
bahan agak panas dn warnanya ga cocok,4
celana yang datang tidak sesuai dengan gambar di gambar motif kotak kotak yang datang polosan semua,1
sangat mengecewakan pesen kotak yg dateng celana stret buat renang engga bisa di pakai engga lgi bli di toko ini,4
pesan celana tidak sesuai dng yg dipesan kecewa,4
barang ga sesuai sama permintaan pdhl udh chat dl an untuk memastikan pesenan motif dan adh di ok in tp alah yg dtg tdk sesuain,1
kecewa _ th anakku umur bln gk muat kain gk halus gk melar tipis kecewa pokoknya,4
yg dateng gambarnya ga sesuai,1
kecil sekali sama ukuran singlet anak saya pas newborn masih gedean singlet newborn anak saya padahal di leterangan size nya th sayang banget padahal lucu,4
bahan ny sih bagus cm sayang pesen nya datang ny d chat ke seller ny jg d d baca boro boro ada penjelasan seller g asiiiik g bs d ajak komunikasi,4
barang tidak sesuai dengan foto,1
tak seperti diiklan,4
kirim celananya ga sesuai ukuran,4
psen yg mix dikirimnya warna orange,4
patah kaitannya gak bsa dipake deh,4
pelayanan amat sangan gak oke,0
barang okelah standard yg bikin males tokonya slow respooonn padahal sering online chat gak dibalas hr baru dikirim,4
beli buah warna pink dikirimnya ungu tidak ada konfirmasi sebelumnya dan ketika saya ty di dm pun tidak dibalas ada gantungan masker yg putus juga tapi seller sama sekali tidak membalas dm saya ketika ditanya mengenai ini,4
udh bertahun belanja di tokped ga pernah ketemu seller model gini di chat dr awal sama sekali ga bales ampe nyanyi album saya di chat wakaka mesen hari kamis jam sampenya selasa malem butuh urgent bgt pdhl kapok dah bener worst seller,0
pengiriman lama sekali diconfirm tdk dibalas pdhal online negative service,0
ada pilihan mix warna yg dikirim warna biru padahal utk anak perempuan kecewa gk mau beli lagi dsini,1
warna pinknya tdk sesuai,1
tidak sama dgn gambar,1
tidak sesuai gambar dan kecil,1
kurang sesuai dengan deskripsi yg katanya muat untuk tahun anak tahun aja kekecilan panjangnya juga bukan hanya,1
barangnya gak sesuai gambar biasa aja pantes hrg murah,1
barang tidak sesuai dengan di foto leggingnya jg ada yg sobek,1
respon lama proses lama not recomended,1
tipis banget ukurannya terlalu kecil tidak sesuai usia,4
warna tidak sesuai yaudalah drpd repot ngirim balik,1
baru d cobain langsung sobek tengahnya hahaaa maklumlah harga menentukan kualitas juga,4
bahan tipis gak sesuai motif garis spt foto minta pink dikirim warna merah cape deh mending fotonya diganti jgn pajang foto yg gak sesuai brg ready saya pesen polos strip yg rb yg rb cb dicek dulu dan minta warna pink,4
kecewa pesen barang yg dikirim cuma ga amanah banget semoga berkah aja deh,4
yg dipesan macam yg datang doraemon semua,4
barang tidak sesuai dengan pesanan,1
barangnya yg dikirim tidak sesuai dg pesanan saya pesan tas stitch dan pink minnie tp yg dikirim tas minion kedua duanya,1
tali tas nya mau putus,4
brg udah di terima pesan ny masing pcs tapi yg dtng malah doraemon semya padahal udah di chat sebelumny tlg sesuai orderan y jawab adminny y tapi dtngny malah lain,4
ternyata tipis bahannya,4
deskripsi warna kurang sesuai,1
kurang bagus bahannya,4
gk bisa di pakai tali krng panjang,4
sangat kecewa belanja di toko ini pesan masker yang sampai cuma tolong kalau packing barang sbelum di kirim teliti dlu dong jangan sampai mengecewakan pembeli termasuk saya,4
barang g smapai hilang di kurir uang refund,1
pesan lain warna dikirim warna yg sama kecewa seh tp ya sdhlah,4
penjual tidak membaca catatan yang diberikan pembeli,4
minta pcs dikirimnya pcs dan dikemasan paket tidak ada jumlah barang yang akan dikirim,4
masker kurang bagus bahannya kurang nyaman dan gampang sekali kusut pesan warna putih warna talinya hitam gak cocok sama warna maskernya,4
barang gak sesuai order warna hitam polos yg dtg malah motif,1
jilbabya lecek dan banyak benang jahitan,0
bahan biasa gak seperti yg dibayangin,4
gasuka warnanya,4
brg nya blm sampe dan blm diterima tp diaplikasi uda selesai aja kan aneh,0
barang nya gak saya terima tiba tiba saja ada nama penerima nya kecewa banget jadi nya walaupun si grtis dari penggunaan pertama tokopedia tapi kalau begini kan jadi males buat gunain tokopedia,4
saya nggak terima paketnya sama sekali saya minta lacak malah no respon,4
bahannya ga enak,4
warna dusty difoto sm aslinya beda sama ada bagian atasan depan kotor seperti tinta bolpen,4
emang harus hati belanja online ya kayanya pas beli ga ada tuh foto mukena kombinasi tiba dikirim beda sama foto awal untung tes beli sebelum beli puluhan untuk dikasih keorang cukup sekali aja beli disini semoga bisa nemu toko yg amanah,1
megecewakan sy hendak tukar warna mbak nya iya aja eeh dikirimnya ttp warna yg salah padahal kalau tidak bisa ditukar kan bisa sy batalkan,4
order emerald dikirim tosca tanpa konfirmasi,4
tipis kecil,4
sudah beli banyak untuk kebutuhan dikirim keluar negeri ternyata tidak bisa tukar warna padahal belum hari sesuai standard seharusnya masih bisa dilakukan refund warna pink terlalu kontras tidak sesuai pada gambar,4
pesan warna putih dan abu tapi yg datang warna salem dan abu kecewa karena penjual tidak konfirmasi sebelum dikirim,0
tolong di perhatikan bagian karet nya ini kebalik karetnya ga sm lurus jahit nya malah dkirimin brg reject,4
bahan jelek panas tipis,0
barang belum diterima,4
warna tidak sesuai dengan digambar,1
lubang utk muka sempit ga enak,4
baru terima paket siang ini beli mukena disini di iklan gak bilang klo tanpa tas saat komplain kenapa mukena kusut malah respon klo sdh dicuci dan disetrika apa masih kusut becanda nya bikin kesel nih penjual nya,4
tidak berfungsi dengan baik suka mati sendiri,4
barang nya tipis tapi y udhlah brg udh d terima,4
yg abu aga tebel bahannya yg hitam tipis bangt sedih,4
kirain bahannya katun ternyata tipis bangeet licin dan lemas kalau dibawa jalan kaki berisik bahannnya,4
paketan nya sudah hari belum sampai jg penjual d hub tidak bisa,4
lidah kerudung kelebaran,4
kecewa dipikir agar panjang dikit rupanya pendek maaf saya kasih bintang aja,4
spesifikasi barang kurang lengkap dipakai dewasa ngga bisa hanya sampai leher,4
padahal udah berekspektasi tinggi beli di sini karena official store nya eh tapi ternyata yg dikirim ga sesuai sama warna nya beli nya warna cream yg di kirim warna apaan kecewa bgt sih jujur karena ga konfirmasi dulu ke saya kalo mau di ganti warna nya lain kali lebih amanah ya kak jangan kirim barang yg ga sesuai warna kalo emang stock nya habis konfirmasi dulu hehehe makasih,4
ga sesuai warna pesanan,1
tdk sesuai warna pesanan,1
klik klaim hadiah rupiah dari tokopedia tapi malah tidak di kirim sampai satu minggu padahal stok masih ada sangat jelas masih tersedia di bar ijo dicek sedang dikirim dan ada nomor resi tapi tidak valid entah yang salah di seller atau ekspedisi mengecewakan pelanggan baru yang baru gabung di tokopedia semoga kedepannya tidak terjadi lagi,1
warna tidak sesuai dengan keinginan padahal sdh dichat,1
seneng liat mukenanya dtg tp jd sedih lihat tasnya tas rusak kok dijual,4
penjual memaksa untuk tidak mau membatalkan pesanan maen kirim aja padahal saya sudah ajukan pembatalan silahkan nikmati uang haram,0
tidak suka dengan respon yg tidak bagus banget,0
saya beli tasbih digital berbeda warna tapi setelah saya terima barangnya tidak sesuai catatan yang saya kasih,1
lama nympe,0
cara bungkus nya hanya pakai plastik tipis saja dan dililit pakai lakban bening di buka pake tangan tidak bisa pas pake gunting sajadah ikut ke gunting karena bungkus nya tipis,4
order yg ke kurang memuaskan panjangnya beda ama pertama pesen padahal ukurannya l jg,4
pinknya tipis dan menerawang pengirimannya buruk barang baru dikirim minus beberapa jam sebelum batal otomatis padahal hari setelah order penjual sudah diingatkan via dm tapi malah disuruh sabar tanpa diberi alasan dan status barang masih tetap dalam proses mungkin nunggu orderan besar biar sekalian dikirim,4
warna salah pesan warna hitam dapat warna putih,4
proses packing lambat,4
gak sesuai gambar depan terlalu pendek,1
terlalu tipis sekali untuk harga segitu seperti sehelai kain jilbab segi empat tdk sesuai ekspektasi,4
bahan tipis sekali,4
bahan terlalu tipis,4
baju tdk sesuai dgn gambar lebih pendek kantong kecil seperti baju anak,4
jahitannya ngga rapih banyak benang yg belom kepotong ada juga benang yang copot,4
parah kecil banget padahal ukurannya l dan xl ini mah buat anak sd kaga bisa buat orang dewasa sekalipun dengan negativean kecil,0
beda yg dipesen sama yg datang,1
bajunya kok gak sesuai dg fotonya bahkan mereknya gak ada digunting,1
sangat amat kecewa beli baju dewasa yg dtng ukuran anak sd moga berkah tuh duit,4
jelek bgt bikin kecewa,0
jauh dari expektasi bahannya kucel,1
pashminanya pendek gak seperti yang ada di deskripsi,1
barang ga sampai sudah ke ekspedisi juga ga ada udh minta kasih ulasan saja smoga yg nerima tuh barang berkah besok besok ga lagi beli disini,1
tidak ada talinya,4
agak kecewa sih jilbabnya ukuran kecil banget gak bisa dipakai untuk dewasa,4
not recommend gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,1
ada noda kuning di jilbab nya pendek kaku,0
maskernya agak kecil tdk sesuai harga,4
kecewa deh order warna hitam navy dikirim dua nya warna navy alhamdulillah ga langsung beli banyak nyoba beli sedikit dulu,4
saya kecewa banget sih pesan maroon hijau army sama mint tapi tu semua dganti sama warna lain tanpa konfirmasi semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia,4
yg direquest dgn yg dikirim beda warna tanpa ada konfirmasi,1
warnanya tidak sesuai,1
pengiriman lama barang sesuai harga tlg qc nya lebih di perbaiki ada bolong bks jarum di jahitannya ada garis putih di kerudung abu yg lbh keliatan,0
pesannya cappucino datengnya ungu tua aduuhhhh jauh bngat baru pertama kali belanja udah mengecewakan,4
bahannya kurang bagus biasa aja,4
ada wrna yg salah jdi kecewa deh,4
saya pesan warna mustard tapi tidak sesuai,1
gk ada plat besinya cm ada label merk bahan,1
pengiriman lama udh gt gaktau deh bener atau gak admin nya wa aku blgnya warna jilbab yg ku pesan hbs trs ak udh pilih warna lain tp ujungnya yg dtg ttp aja warna yg kupilih awal knp bgtu ya kalo ada stocknya knp hrs berbelit smakin lama pengirimannya statusnya gagal trs lama bgt biasanya dari bandung gak selama ini ini krn adminnya japri di wa berbelit belit barang diskon ya gak gini juga lah hrs sama pelayanan nya jgn bikin kecewa,0
kecewa berat sama pedagang warna yg dibeli kosong dikirim tanpa konfirmasi pdhl sy sudh minta d cancel sudh dikirim baru bilang warna habis pdhl harga lumayan mahal dikirim warna senada pcs emang sy mau buat seragaman,4
produk tidak sesuai gambar harusnya gambar depan diganti karena jilbab ini tanpa plat dan hrusnya di deskripsi dituliskan kalau gambar didepan berbeda dgn produk supaya pembeli jg paham kalau produk yg dikirim dgn gambar depan berbeda harga lumayan mahal klo tanpa plat besinya bijaklah dlm berdagang apalagi utk merk yg sudah mulai besar dan dikenal masyarakat luas,1
warna yang datang beda sama asli diganti seh tp pas dateng bahannya tipissss banget nyesel deh,4
quality control ny tdk teliti yg kuning ada lubang ny sedikit,4
kecewa sih padahal beli mau buat dikasih orang tapi malah ga dapet boxnya sebelumnya pernah beli diario x nagita slavina juga tapi dapet box kirain beli pas sale di tokopedia akan dapat boxnya juga ternyata malah ga dapet,4
kata penjual biru muda ternyata biru tua tidak ada kemasan kotak hanya plastik biasa kain jilbab juga susah dibentuk sehingga tidak rapi tidak sesuai ekspektasi saya,4
salah kirim warna sy minta warna pink biru hitam yg dikirim merah hijau hitam lampu led tdk nyala,0
pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan yg tdk buny,4
warna tidak sesuai permintaan padahal sudah di beri note tetap saja dikirim warna random,4
penjual ga selektif asal kirim dapet barang yang kondisi case nya udh rusak,4
yg dikirim russakkkkk guys ampun dahh,0
produk yg dikirim tdk on alias mati produk rusak yg dikirim sbg konsumen sy dirugikan,4
